analysis_type,fit_scope,condition,K,top_m,selected_archetypes,mean,err,std,count,rank_mean,error_mean
spatial,within,word,25,10,"[7, 4, 1, 2, 6, 9, 11, 5, 14, 3]",0.04716666666666667,0.0016561634861563311,0.010474497587717499,40,0.748992777777778,0.3238899999999999
spatial,within,word,50,1,[10],0.007666666666666667,0.0006109168300344762,0.0038637772876778144,40,0.532465,0.3819177777777778
spatial,within,word,50,2,"[10, 9]",0.010166666666666668,0.0006531754562429428,0.004131044306894694,40,0.5508141666666667,0.3698913888888889
spatial,within,word,50,3,"[10, 9, 2]",0.026000000000000002,0.0010350000344082463,0.006545914974165403,40,0.6972419444444444,0.3765255555555555
spatial,within,word,50,5,"[10, 9, 2, 4, 3]",0.029833333333333333,0.0012227077512693885,0.007733082813507806,40,0.7145786111111112,0.3467124999999999
spatial,within,word,50,10,"[10, 9, 2, 4, 3, 16, 12, 6, 15, 1]",0.033499999999999995,0.0013071684890210054,0.008267259421814362,40,0.7346250000000001,0.33645499999999995
spatial,within,word,75,1,[5],0.008166666666666666,0.00047666337934435156,0.0030146839118420175,40,0.542873888888889,0.39987055555555545
spatial,within,word,75,2,"[5, 4]",0.015333333333333332,0.0008506742758816229,0.005380136517400738,40,0.6938816666666667,0.3748402777777777
spatial,within,word,75,3,"[5, 4, 15]",0.018916666666666665,0.0009870060342677298,0.006242374265232457,40,0.6992519444444445,0.3583241666666665
spatial,within,word,75,5,"[5, 4, 15, 12, 2]",0.025916666666666664,0.0013685909946150128,0.008655729456357356,40,0.6998544444444446,0.3419908333333332
spatial,within,word,75,10,"[5, 4, 15, 12, 2, 6, 10, 71, 13, 11]",0.037333333333333336,0.0014480559715929827,0.009158310099283813,40,0.7104025000000002,0.331708611111111
spatial,within,word,100,1,[6],0.008749999999999999,0.0005808861979155425,0.003673846893536936,40,0.5499869444444445,0.4043197222222221
spatial,within,word,100,2,"[6, 5]",0.014916666666666667,0.0008093779046851927,0.005118955333239753,40,0.6980522222222223,0.3768072222222222
spatial,within,word,100,3,"[6, 5, 11]",0.02325,0.0012316314198720143,0.007789521049245465,40,0.7052552777777779,0.3522655555555554
spatial,within,word,100,5,"[6, 5, 11, 13, 9]",0.022083333333333337,0.0010918468892796413,0.006905446052586696,40,0.7123019444444445,0.34943361111111104
spatial,within,word,100,10,"[6, 5, 11, 13, 9, 10, 8, 24, 44, 20]",0.033999999999999996,0.001152230587875243,0.007287346094801119,40,0.7084819444444446,0.34892749999999995
