analysis_type,fit_scope,condition,K,archetype,mean_accuracy,sem_accuracy,std_accuracy,count,rank_mean,error_mean
spatial,within,intact,50,11,0.007000000000000001,0.0007434423667686371,0.004701942376110336,40,0.6092758333333335,0.34183555555555556
spatial,within,intact,50,12,0.00475,0.0005954181656808868,0.0037657551275822065,40,0.5581675,0.31554527777777774
spatial,within,intact,50,13,0.007333333333333335,0.0007081133393917258,0.004478501988051368,40,0.5657827777777777,0.34155749999999996
spatial,within,intact,50,14,0.00525,0.0005583795745617396,0.0035315025090618263,40,0.5519219444444445,0.3038783333333333
spatial,within,intact,50,15,0.004916666666666667,0.0004772233913401199,0.0030182257386893066,40,0.5552713888888888,0.34410250000000003
spatial,within,intact,50,16,0.0055,0.0006377265532304238,0.0040333368651535,40,0.5514902777777777,0.3350705555555556
spatial,within,intact,50,17,0.007083333333333333,0.000737551002630653,0.004664682117707407,40,0.5888136111111112,0.32864222222222217
spatial,within,intact,50,18,0.007083333333333333,0.000677134695619266,0.0042825758417634405,40,0.5822719444444445,0.3402783333333333
spatial,within,intact,50,19,0.00575,0.0007159905377464497,0.0045283217648150855,40,0.5527677777777777,0.33124611111111113
spatial,within,intact,50,20,0.005666666666666666,0.0006558958989042623,0.004148249897002013,40,0.5112108333333334,0.33940444444444445
spatial,within,intact,50,21,0.00525,0.0006302839318575675,0.00398626559455255,40,0.5273602777777778,0.3205344444444444
spatial,within,intact,50,22,0.00525,0.0005583795745617396,0.003531502509061826,40,0.5486011111111113,0.36661499999999997
spatial,within,intact,50,23,0.005416666666666667,0.0007706095193669952,0.004873762535614682,40,0.5943797222222225,0.3269958333333333
spatial,within,intact,50,24,0.00575,0.0007059726877843334,0.004464963318538848,40,0.5652905555555557,0.3349455555555555
spatial,within,intact,50,25,0.00625,0.0006978548735241623,0.004413621753170177,40,0.5701125,0.3366716666666666
spatial,within,intact,50,26,0.006166666666666666,0.0008055187141590188,0.005094547669265247,40,0.5372233333333334,0.32950888888888885
spatial,within,intact,50,27,0.005666666666666667,0.0006338054920158089,0.0040085378965872415,40,0.5387966666666667,0.3211122222222222
spatial,within,intact,50,28,0.004583333333333333,0.0006049122278635169,0.0038258008490709675,40,0.5464780555555556,0.33433972222222214
spatial,within,intact,50,29,0.004083333333333333,0.00045428476077747075,0.0028731491007230646,40,0.588708888888889,0.3318883333333333
spatial,within,intact,50,30,0.004,0.0005495400822454191,0.0034755966509035655,40,0.5510852777777778,0.3263905555555555
