analysis_type,fit_scope,condition,K,archetype,mean_accuracy,sem_accuracy,std_accuracy,count,rank_mean,error_mean
temporal,within,intact,100,62,0.009,0.0005871365639519862,0.003713377679306778,40,0.6538558333333335,0.2977811111111111
temporal,within,intact,100,63,0.007333333333333333,0.0006877023141843227,0.004349411329982359,40,0.6271266666666666,0.29606166666666667
temporal,within,intact,100,64,0.008583333333333333,0.0006188802957865281,0.003914142667368273,40,0.6372594444444444,0.3050433333333332
temporal,within,intact,100,65,0.0069166666666666664,0.0007394798741889357,0.004676881372583591,40,0.5639102777777778,0.33528416666666666
temporal,within,intact,100,66,0.006833333333333333,0.0005591762357951763,0.003536541037104265,40,0.6018972222222223,0.3093666666666667
temporal,within,intact,100,67,0.006333333333333332,0.0005699002761767403,0.003604365823754991,40,0.6127358333333335,0.3362958333333333
temporal,within,intact,100,68,0.008833333333333334,0.0005913671446023186,0.0037401342206669513,40,0.597878888888889,0.3311313888888888
temporal,within,intact,100,69,0.006999999999999999,0.0005310850045437943,0.003358876491038526,40,0.6160283333333332,0.3217055555555556
temporal,within,intact,100,70,0.00925,0.000540226553720501,0.0034166927245201863,40,0.678403888888889,0.310115
temporal,within,intact,100,71,0.006666666666666666,0.0005337605126836238,0.003375797890278889,40,0.6500311111111112,0.31282250000000006
temporal,within,intact,100,72,0.005,0.0005063696835418333,0.003202563076101743,40,0.5714374999999998,0.31612416666666665
temporal,within,intact,100,73,0.005,0.0006201736729460422,0.00392232270276368,40,0.6272463888888888,0.31586444444444445
temporal,within,intact,100,74,0.005916666666666667,0.0004991088925371763,0.003156641801723386,40,0.6403686111111111,0.30094499999999996
temporal,within,intact,100,75,0.006666666666666666,0.000559812748506421,0.003540566696958629,40,0.5834991666666667,0.32218722222222224
temporal,within,intact,100,76,0.006,0.0004336290903919939,0.0027425111706914744,40,0.5705758333333334,0.3089802777777777
temporal,within,intact,100,77,0.006166666666666667,0.0005277215444626347,0.0033376041016874875,40,0.6159594444444444,0.33707861111111104
temporal,within,intact,100,78,0.005333333333333334,0.0005035486605694166,0.0031847213602527527,40,0.591733888888889,0.30319722222222223
temporal,within,intact,100,79,0.004,0.0004949891362588122,0.003130586175234568,40,0.6260786111111112,0.3422544444444444
temporal,within,intact,100,80,0.005083333333333334,0.0006200300976060129,0.003921414652583029,40,0.6303269444444444,0.3174552777777777
temporal,within,intact,100,81,0.005916666666666667,0.0006025527367540542,0.0038108781170213277,40,0.607082777777778,0.28236527777777776
temporal,within,intact,100,82,0.009333333333333332,0.0006772661653216249,0.004283407329168958,40,0.6170775000000001,0.29996361111111114
temporal,within,intact,100,83,0.00575,0.0005596536881967729,0.0035395607112309897,40,0.6022516666666669,0.34219333333333335
temporal,within,intact,100,84,0.00575,0.0006854979266251702,0.004335469558917037,40,0.5701383333333334,0.3181227777777778
temporal,within,intact,100,85,0.005833333333333334,0.0005816520337100941,0.003678690464385871,40,0.60815,0.32953472222222224
temporal,within,intact,100,86,0.006500000000000001,0.00051956041029222,0.003285988557150009,40,0.5979325000000001,0.32808000000000004
temporal,within,intact,100,87,0.009083333333333334,0.0008353607815355203,0.005283285475261148,40,0.6525872222222224,0.36586833333333324
temporal,within,intact,100,88,0.006750000000000001,0.0006590105247982552,0.004167948520770725,40,0.5912016666666664,0.3263783333333333
temporal,within,intact,100,89,0.0042499999999999994,0.0005467789649092551,0.0034581338115650556,40,0.6385386111111109,0.33701638888888896
temporal,within,intact,100,90,0.008083333333333335,0.000652493573338361,0.004126731700742675,40,0.6469241666666667,0.31501055555555557
temporal,within,intact,100,91,0.005416666666666667,0.0005558225853982065,0.0035153306896435594,40,0.6449749999999999,0.32325527777777774
temporal,within,intact,100,92,0.007250000000000001,0.0007149950690165274,0.004522025867763026,40,0.6009111111111112,0.35445833333333326
temporal,within,intact,100,93,0.005583333333333334,0.0007099967898486877,0.0044904139746595375,40,0.6013022222222222,0.3340808333333333
temporal,within,intact,100,94,0.006083333333333333,0.0007049630731271919,0.004458577954787533,40,0.6070708333333332,0.30667583333333337
temporal,within,intact,100,95,0.005,0.0006085806194501846,0.0038490017945975053,40,0.6183427777777778,0.3261197222222222
temporal,within,intact,100,96,0.0028333333333333335,0.0004228178434916492,0.002674134841588425,40,0.5623897222222223,0.3287563888888889
temporal,within,intact,100,97,0.005083333333333334,0.0006750276980705259,0.00426925001920662,40,0.5456772222222224,0.3435163888888888
temporal,within,intact,100,98,0.0034166666666666664,0.0006257474163429115,0.003957574151218542,40,0.5494216666666667,0.32829972222222226
temporal,within,intact,100,99,0.00275,0.00041150650886420594,0.0026025956799903193,40,0.5056094444444443,0.34604750000000006
temporal,within,rest,5,0,0.008333333333333335,0.0007734924681537617,0.004891995904702285,40,0.641318888888889,0.2790283333333333
temporal,within,rest,5,1,0.006083333333333334,0.000652493573338361,0.004126731700742675,40,0.6112508333333334,0.3128622222222221
temporal,within,rest,5,2,0.0034166666666666664,0.0005131809630673188,0.003245641390262953,40,0.5537869444444445,0.33595944444444437
temporal,within,rest,5,3,0.002,0.000427008410146899,0.002700638312223111,40,0.5441319444444445,0.3214291666666667
temporal,within,rest,5,4,0.003166666666666667,0.00047666337934435156,0.0030146839118420175,40,0.5395372222222221,0.3274572222222222
temporal,within,rest,10,0,0.007333333333333333,0.0009710921393049903,0.006141725956178581,40,0.6058205555555556,0.32392611111111114
temporal,within,rest,10,1,0.0030833333333333333,0.00046818282400698627,0.0029610481704636735,40,0.5336755555555556,0.35224361111111113
temporal,within,rest,10,2,0.006,0.0008371706521699746,0.005294732102211408,40,0.5889766666666666,0.32815694444444443
temporal,within,rest,10,3,0.003833333333333333,0.000566767210788584,0.0035845505783853645,40,0.5687166666666666,0.3344555555555555
temporal,within,rest,10,4,0.003166666666666667,0.00044577791412086436,0.0028193470784417356,40,0.5220305555555556,0.34151611111111113
temporal,within,rest,10,5,0.0023333333333333335,0.00038118124993124375,0.0024108019022652635,40,0.49383888888888894,0.35505611111111113
temporal,within,rest,10,6,0.006166666666666666,0.0006809370115327948,0.00430662379910395,40,0.5487133333333334,0.33822583333333334
temporal,within,rest,10,7,0.0032500000000000003,0.0006025527367540542,0.003810878117021328,40,0.5164122222222222,0.33336694444444437
temporal,within,rest,10,8,0.004083333333333333,0.0005784287095915728,0.0036583043726829078,40,0.5303372222222223,0.35565027777777775
temporal,within,rest,10,9,0.003833333333333333,0.0006264584123867621,0.003962070885030416,40,0.491995,0.3519319444444444
temporal,within,rest,25,0,0.00825,0.0006958106219744144,0.004400692771155112,40,0.5951708333333332,0.35045361111111106
temporal,within,rest,25,1,0.008916666666666666,0.0005647213971599237,0.0035716117169158033,40,0.6030716666666667,0.2899502777777777
temporal,within,rest,25,2,0.009333333333333332,0.0007660904560785147,0.004845181469850584,40,0.6028383333333334,0.3030191666666667
temporal,within,rest,25,3,0.0035000000000000005,0.00047666337934435156,0.0030146839118420175,40,0.5218013888888888,0.3328594444444445
temporal,within,rest,25,4,0.0034166666666666664,0.0004991088925371763,0.003156641801723386,40,0.5614205555555556,0.31893638888888887
temporal,within,rest,25,5,0.003166666666666667,0.00051956041029222,0.003285988557150009,40,0.5362716666666667,0.32065166666666667
temporal,within,rest,25,6,0.002416666666666667,0.00046205751914361377,0.0029223083410013463,40,0.5287619444444445,0.33568388888888895
temporal,within,rest,25,7,0.005416666666666667,0.000568492533533872,0.0035954624775333737,40,0.5591661111111111,0.31765999999999994
temporal,within,rest,25,8,0.0025,0.00044257083711982863,0.0027990637425321053,40,0.5393749999999999,0.32728055555555563
temporal,within,rest,25,9,0.004666666666666666,0.000673046397354189,0.0042567191732199245,40,0.54144,0.33096333333333333
temporal,within,rest,25,10,0.003,0.0004891995904702285,0.0030939698726150473,40,0.5082111111111111,0.3140936111111111
temporal,within,rest,25,11,0.00225,0.0004366979828269512,0.002761920550668525,40,0.5022311111111111,0.3585999999999999
temporal,within,rest,25,12,0.002333333333333333,0.00041688028711990425,0.002636582437847706,40,0.5498249999999999,0.34853277777777775
temporal,within,rest,25,13,0.0023333333333333335,0.00038118124993124375,0.0024108019022652635,40,0.47284194444444444,0.3376475
temporal,within,rest,25,14,0.003833333333333333,0.0005277215444626347,0.0033376041016874875,40,0.5049994444444444,0.3392322222222222
temporal,within,rest,25,15,0.002416666666666667,0.0003578086996246255,0.0022629809148737028,40,0.5041783333333333,0.34589361111111105
temporal,within,rest,25,16,0.005416666666666667,0.000712999962039933,0.004509407703319566,40,0.48336499999999993,0.35708666666666666
temporal,within,rest,25,17,0.004,0.0005623515948579822,0.0035566237711589133,40,0.5183949999999999,0.33256583333333334
temporal,within,rest,25,18,0.003833333333333333,0.00048554606965249525,0.0030708629780892916,40,0.5250177777777777,0.3399713888888889
temporal,within,rest,25,19,0.002,0.0003540566696958629,0.002239250994025684,40,0.4849116666666668,0.36330111111111113
temporal,within,rest,25,20,0.003333333333333334,0.0005598127485064209,0.0035405666969586286,40,0.4964333333333332,0.33449
temporal,within,rest,25,21,0.0021666666666666666,0.0004228178434916492,0.002674134841588425,40,0.45432833333333333,0.3548486111111111
temporal,within,rest,25,22,0.002666666666666667,0.0004336290903919939,0.0027425111706914744,40,0.5148786111111111,0.3593577777777777
temporal,within,rest,25,23,0.003166666666666666,0.0004614791034954486,0.0029186501192363773,40,0.5124763888888889,0.36275638888888884
temporal,within,rest,25,24,0.003083333333333333,0.0005389065112987853,0.003408344043198855,40,0.5013350000000001,0.3521816666666667
temporal,within,rest,50,0,0.007250000000000001,0.0005047847980156417,0.003192539379914943,40,0.6088586111111112,0.32437083333333333
temporal,within,rest,50,1,0.009916666666666667,0.0006697312043199764,0.004235752051477452,40,0.6300955555555555,0.28538694444444446
temporal,within,rest,50,2,0.0055,0.0007116250813527138,0.004500712194354385,40,0.56321,0.32803916666666666
temporal,within,rest,50,3,0.004833333333333334,0.0006195991719677601,0.003918689239544948,40,0.6087363888888889,0.3118361111111111
temporal,within,rest,50,4,0.004083333333333333,0.0005131809630673188,0.003245641390262953,40,0.5197211111111111,0.35531444444444443
temporal,within,rest,50,5,0.0028333333333333335,0.0005,0.0031622776601683794,40,0.5557844444444444,0.3408038888888889
temporal,within,rest,50,6,0.003,0.00040998922923799857,0.002592999561057951,40,0.5450225000000001,0.3621991666666667
temporal,within,rest,50,7,0.00375,0.00044955660333392903,0.002843245607408123,40,0.5736691666666667,0.31805055555555556
temporal,within,rest,50,8,0.00375,0.0005989960736902173,0.0037883838047182935,40,0.5723169444444444,0.32581611111111114
temporal,within,rest,50,9,0.003583333333333333,0.00045271419510563445,0.002863215971247314,40,0.5693816666666665,0.35034361111111106
temporal,within,rest,50,10,0.0020833333333333333,0.000330920756388213,0.002092926630424937,40,0.5785416666666666,0.31423111111111107
temporal,within,rest,50,11,0.003,0.0005035486605694166,0.0031847213602527527,40,0.5628074999999999,0.3325241666666667
temporal,within,rest,50,12,0.006083333333333334,0.0007248882417055494,0.004584595785728391,40,0.5577755555555555,0.3328702777777778
temporal,within,rest,50,13,0.006333333333333332,0.000743442366768637,0.004701942376110335,40,0.5938933333333333,0.3109172222222222
temporal,within,rest,50,14,0.00525,0.0005833333333333333,0.0036893239368631092,40,0.5896705555555555,0.3155219444444444
temporal,within,rest,50,15,0.005416666666666667,0.0006392603899459486,0.0040430377003132,40,0.5311544444444445,0.33992722222222216
temporal,within,rest,50,16,0.0025,0.0004884710724331468,0.0030893623199876614,40,0.5431952777777778,0.3305722222222222
temporal,within,rest,50,17,0.0035000000000000005,0.0005840959605818988,0.003694147215085458,40,0.5669936111111111,0.3325341666666667
temporal,within,rest,50,18,0.005,0.0006201736729460423,0.003922322702763681,40,0.5441555555555556,0.3446983333333333
temporal,within,rest,50,19,0.004666666666666666,0.0005943705521611524,0.003759129437922314,40,0.5479336111111112,0.3459961111111111
temporal,within,rest,50,20,0.005083333333333334,0.0006084343084444759,0.003848076442547927,40,0.5788466666666667,0.3133688888888889
temporal,within,rest,50,21,0.0025833333333333333,0.0004846283858428769,0.0030650590360687827,40,0.508007222222222,0.3392613888888889
temporal,within,rest,50,22,0.003166666666666666,0.0003949467128397272,0.002497862333940011,40,0.5034741666666667,0.33917305555555555
temporal,within,rest,50,23,0.00275,0.00046051346296568745,0.0029125428722863436,40,0.5330400000000001,0.31932722222222226
temporal,within,rest,50,24,0.004833333333333334,0.0006531754562429428,0.004131044306894694,40,0.5251894444444444,0.3478738888888889
temporal,within,rest,50,25,0.0035000000000000005,0.00051956041029222,0.003285988557150009,40,0.5327194444444445,0.3455719444444444
temporal,within,rest,50,26,0.004,0.0005229763603684908,0.0033075929223788923,40,0.5374844444444445,0.3518016666666667
temporal,within,rest,50,27,0.002416666666666667,0.00041323372110962616,0.0026135195293864426,40,0.5003277777777778,0.3751319444444445
temporal,within,rest,50,28,0.0016666666666666666,0.0003375797890278889,0.0021350420507344954,40,0.48780388888888887,0.3697283333333333
temporal,within,rest,50,29,0.002416666666666667,0.00041323372110962616,0.0026135195293864426,40,0.4849930555555556,0.3547152777777777
temporal,within,rest,50,30,0.0037500000000000007,0.00043342372495760464,0.0027412123256407945,40,0.503403611111111,0.35691555555555554
temporal,within,rest,50,31,0.004666666666666666,0.0006938886664887108,0.004388537257362555,40,0.5111486111111112,0.34096361111111106
temporal,within,rest,50,32,0.00275,0.0004284654257727467,0.00270985328815138,40,0.5221983333333332,0.34538250000000004
temporal,within,rest,50,33,0.003166666666666666,0.0005330928945203023,0.0033715755022721006,40,0.5343369444444445,0.3259627777777777
temporal,within,rest,50,34,0.0021666666666666666,0.000514047677015483,0.0032511229705750244,40,0.48149694444444446,0.3449980555555555
temporal,within,rest,50,35,0.0016666666666666666,0.00043033148291193526,0.0027216552697590874,40,0.49757999999999997,0.3524333333333333
temporal,within,rest,50,36,0.0029166666666666664,0.000522806092950542,0.003306516056674825,40,0.5161897222222223,0.34518638888888886
temporal,within,rest,50,37,0.0020833333333333333,0.00039018404598803084,0.002467740583964123,40,0.5118833333333332,0.34082222222222225
temporal,within,rest,50,38,0.0035000000000000005,0.00041258686385768536,0.002609428444912182,40,0.5517205555555555,0.35278444444444446
temporal,within,rest,50,39,0.002916666666666667,0.0005228060929505421,0.0033065160566748252,40,0.4949483333333333,0.35141222222222224
temporal,within,rest,50,40,0.0032500000000000003,0.0004991088925371763,0.003156641801723386,40,0.4935330555555556,0.3643886111111111
temporal,within,rest,50,41,0.0035833333333333333,0.00034565887371808783,0.0021861386687953444,40,0.4648150000000001,0.39295749999999996
temporal,within,rest,50,42,0.002916666666666667,0.0004801990921390503,0.0030370457230089122,40,0.4870486111111111,0.34156166666666665
temporal,within,rest,50,43,0.0032500000000000003,0.0004991088925371763,0.003156641801723386,40,0.46962583333333346,0.3548075
temporal,within,rest,50,44,0.003833333333333333,0.0005791977947731547,0.0036631684944598737,40,0.5463633333333334,0.37148833333333336
temporal,within,rest,50,45,0.003166666666666667,0.0004913786640188923,0.0031077515438206536,40,0.5121077777777778,0.33081638888888887
temporal,within,rest,50,46,0.0035833333333333333,0.0005117911677922933,0.003236851553162112,40,0.46761527777777784,0.3406188888888889
temporal,within,rest,50,47,0.002,0.000427008410146899,0.002700638312223111,40,0.5002461111111112,0.3654627777777778
temporal,within,rest,50,48,0.0035833333333333333,0.0005117911677922935,0.0032368515531621123,40,0.5419769444444444,0.33032805555555556
temporal,within,rest,50,49,0.00375,0.000522806092950542,0.003306516056674825,40,0.44717555555555544,0.34996777777777777
temporal,within,rest,75,0,0.00775,0.00046818282400698627,0.0029610481704636735,40,0.5910891666666668,0.3268922222222222
temporal,within,rest,75,1,0.009083333333333334,0.0007452365348515146,0.004713289691404477,40,0.6333072222222222,0.30240138888888884
temporal,within,rest,75,2,0.005416666666666667,0.0006049122278635169,0.0038258008490709675,40,0.6134324999999998,0.32143944444444444
temporal,within,rest,75,3,0.0037500000000000007,0.00043342372495760464,0.0027412123256407945,40,0.5778261111111112,0.33046388888888895
temporal,within,rest,75,4,0.003166666666666667,0.0005330928945203023,0.0033715755022721006,40,0.5850325,0.33314277777777773
temporal,within,rest,75,5,0.0036666666666666666,0.0004591581544807963,0.0029039711487975277,40,0.5317138888888889,0.3614927777777778
temporal,within,rest,75,6,0.0055,0.000566767210788584,0.0035845505783853645,40,0.5867888888888889,0.32553444444444446
temporal,within,rest,75,7,0.005333333333333334,0.0006405126152203485,0.004050957468334666,40,0.6011927777777779,0.31923722222222223
temporal,within,rest,75,8,0.005666666666666667,0.0005623515948579823,0.0035566237711589137,40,0.5970222222222223,0.3316816666666666
temporal,within,rest,75,9,0.002,0.0003922322702763681,0.0024806946917841693,40,0.4942077777777779,0.3320213888888889
temporal,within,rest,75,10,0.004583333333333333,0.0005558225853982065,0.003515330689643559,40,0.6070802777777778,0.34944138888888887
temporal,within,rest,75,11,0.0015,0.00035706144778297963,0.0022582548792629896,40,0.5445252777777778,0.36674833333333334
temporal,within,rest,75,12,0.004666666666666666,0.0006623793767520534,0.004189255011318546,40,0.6031511111111112,0.3195133333333333
temporal,within,rest,75,13,0.004833333333333334,0.000674631903431942,0.004266746794119403,40,0.5809911111111111,0.3113883333333333
temporal,within,rest,75,14,0.005666666666666667,0.0007376717048657512,0.004665445505670575,40,0.6308861111111111,0.30700611111111115
temporal,within,rest,75,15,0.0038333333333333336,0.0005913671446023187,0.003740134220666952,40,0.6021644444444445,0.33525277777777773
temporal,within,rest,75,16,0.0028333333333333335,0.00040562287229631733,0.0025653842950319515,40,0.5617875000000001,0.3390344444444444
temporal,within,rest,75,17,0.005666666666666667,0.000633805492015809,0.004008537896587242,40,0.5686105555555555,0.3251441666666667
temporal,within,rest,75,18,0.004416666666666667,0.0006686668711812965,0.004229020617662603,40,0.5278094444444443,0.32864944444444444
temporal,within,rest,75,19,0.0032500000000000003,0.0005268773245260372,0.0033322647859959456,40,0.5734363888888889,0.34318722222222214
temporal,within,rest,75,20,0.00425,0.000596613185780614,0.0037733130983118456,40,0.5616344444444445,0.3750277777777778
temporal,within,rest,75,21,0.004,0.0004949891362588122,0.0031305861752345676,40,0.6097319444444442,0.34217055555555553
temporal,within,rest,75,22,0.0030833333333333333,0.0004366979828269512,0.002761920550668525,40,0.5755994444444443,0.3594413888888889
temporal,within,rest,75,23,0.0026666666666666666,0.00044975460228796133,0.002844497862746269,40,0.5625616666666666,0.34010444444444443
temporal,within,rest,75,24,0.003333333333333334,0.00047740991602628855,0.0030194054243855885,40,0.591299722222222,0.3399608333333333
temporal,within,rest,75,25,0.008583333333333335,0.0008084974280528609,0.005113386710070307,40,0.6051422222222222,0.2965658333333333
temporal,within,rest,75,26,0.004416666666666667,0.0005894067228156503,0.003727735424625975,40,0.593483611111111,0.3301036111111111
temporal,within,rest,75,27,0.0030833333333333333,0.0005519648921491675,0.003490932495281123,40,0.55351,0.3784275
temporal,within,rest,75,28,0.0016666666666666666,0.0003774256780481986,0.0023870495801314433,40,0.5683163888888888,0.33705805555555557
temporal,within,rest,75,29,0.0037500000000000007,0.0005090001931052645,0.0032191998793563385,40,0.5547188888888889,0.35560472222222217
temporal,within,rest,75,30,0.0021666666666666666,0.0004552636129375566,0.0028793399053599583,40,0.5362147222222221,0.3525111111111111
temporal,within,rest,75,31,0.0025,0.0004091196858853377,0.0025875000860206164,40,0.5655461111111111,0.340445
temporal,within,rest,75,32,0.00375,0.0006336650053706131,0.004007649381027932,40,0.5565702777777779,0.3554563888888889
temporal,within,rest,75,33,0.0032500000000000003,0.0005532537786493135,0.0034990841292529317,40,0.5433113888888889,0.38186694444444447
temporal,within,rest,75,34,0.004166666666666667,0.0005168113941217019,0.0032686022523030676,40,0.5694666666666667,0.3393613888888889
temporal,within,rest,75,35,0.0025833333333333333,0.0004217636961434868,0.0026674678283691855,40,0.5377788888888889,0.35127888888888886
temporal,within,rest,75,36,0.0045,0.0005540578101426393,0.0035041692709117636,40,0.5494858333333333,0.3822249999999999
temporal,within,rest,75,37,0.00475,0.0006188802957865281,0.003914142667368273,40,0.5560169444444444,0.3391113888888889
temporal,within,rest,75,38,0.004416666666666667,0.0005255237517707585,0.0033237040402250844,40,0.6243705555555555,0.32940972222222226
temporal,within,rest,75,39,0.003333333333333333,0.0004774099160262886,0.003019405424385589,40,0.515631111111111,0.37169250000000004
temporal,within,rest,75,40,0.00575,0.0007356170733693438,0.00465245087510864,40,0.582355,0.2952447222222222
temporal,within,rest,75,41,0.003166666666666666,0.00051956041029222,0.0032859885571500094,40,0.5182874999999999,0.3678055555555555
temporal,within,rest,75,42,0.004833333333333334,0.0004614791034954486,0.0029186501192363773,40,0.623676111111111,0.36365444444444445
temporal,within,rest,75,43,0.00375,0.000522806092950542,0.003306516056674825,40,0.4902222222222221,0.3482963888888889
temporal,within,rest,75,44,0.002916666666666667,0.00044955660333392903,0.002843245607408123,40,0.5505841666666667,0.3293713888888889
temporal,within,rest,75,45,0.002916666666666667,0.00046513025470953175,0.002941742027072761,40,0.5084261111111111,0.3434813888888889
temporal,within,rest,75,46,0.00275,0.0004757285610699276,0.0030087716019509612,40,0.5219211111111111,0.36093583333333334
temporal,within,rest,75,47,0.002,0.00044337478117411743,0.002804148331177911,40,0.493101388888889,0.3695827777777778
temporal,within,rest,75,48,0.0025833333333333333,0.0004217636961434868,0.0026674678283691855,40,0.5552111111111114,0.3908275
temporal,within,rest,75,49,0.003166666666666666,0.0004614791034954486,0.0029186501192363773,40,0.5588811111111112,0.3394666666666667
temporal,within,rest,75,50,0.003166666666666666,0.0004457779141208643,0.002819347078441735,40,0.5074347222222222,0.3802066666666667
temporal,within,rest,75,51,0.003333333333333333,0.0005337605126836238,0.003375797890278889,40,0.5332419444444444,0.3763913888888889
temporal,within,rest,75,52,0.002,0.0003112331872826175,0.0019684115104936454,40,0.4849874999999999,0.3795261111111111
temporal,within,rest,75,53,0.0038333333333333336,0.0005,0.0031622776601683794,40,0.5226844444444445,0.3425597222222222
temporal,within,rest,75,54,0.003166666666666667,0.0004614791034954486,0.0029186501192363773,40,0.5421411111111111,0.4015927777777778
temporal,within,rest,75,55,0.0021666666666666666,0.00043934034986550346,0.002778632347180483,40,0.5343755555555557,0.34926888888888885
temporal,within,rest,75,56,0.003,0.0004891995904702285,0.0030939698726150473,40,0.5315938888888889,0.38885333333333333
temporal,within,rest,75,57,0.002416666666666667,0.00041323372110962616,0.0026135195293864426,40,0.533105,0.34156055555555553
temporal,within,rest,75,58,0.003583333333333333,0.00045271419510563445,0.002863215971247314,40,0.5440125000000001,0.4049513888888889
temporal,within,rest,75,59,0.004416666666666667,0.0006130989425780422,0.0038775781791747974,40,0.540423333333333,0.38110277777777773
temporal,within,rest,75,60,0.004833333333333334,0.0005717718748968656,0.003616202853397895,40,0.48987027777777764,0.3899947222222222
temporal,within,rest,75,61,0.0019166666666666666,0.0003752966537921413,0.00237358444844567,40,0.4988200000000001,0.34879444444444446
temporal,within,rest,75,62,0.0032500000000000003,0.00046970166927493256,0.0029706541913838316,40,0.5208805555555556,0.3853761111111111
temporal,within,rest,75,63,0.00225,0.00045271419510563445,0.002863215971247314,40,0.5420602777777778,0.3672569444444444
temporal,within,rest,75,64,0.004666666666666667,0.000557262335477027,0.003524436468664519,40,0.48151472222222225,0.35939916666666666
temporal,within,rest,75,65,0.004583333333333333,0.0005684925335338721,0.003595462477533374,40,0.497055,0.35425777777777767
temporal,within,rest,75,66,0.003083333333333333,0.0006579288490181673,0.00416110740246089,40,0.5291386111111112,0.38455277777777774
temporal,within,rest,75,67,0.003166666666666666,0.0004295031251026405,0.0027164162749691695,40,0.5552994444444443,0.36629305555555547
temporal,within,rest,75,68,0.0035833333333333333,0.0004366979828269513,0.0027619205506685253,40,0.519185,0.3541902777777778
temporal,within,rest,75,69,0.0020833333333333337,0.00040803015083275897,0.002580609261307136,40,0.521351388888889,0.3570688888888889
temporal,within,rest,75,70,0.002333333333333333,0.00038118124993124375,0.0024108019022652635,40,0.5137824999999999,0.33366833333333334
temporal,within,rest,75,71,0.00275,0.0003558125406763569,0.0022503560971771923,40,0.5017633333333332,0.31006027777777784
temporal,within,rest,75,72,0.0021666666666666666,0.00043934034986550357,0.0027786323471804836,40,0.47553944444444446,0.34935388888888885
temporal,within,rest,75,73,0.003833333333333333,0.000470648458522889,0.002976642212359232,40,0.5462811111111112,0.3811002777777778
temporal,within,rest,75,74,0.0023333333333333335,0.00041688028711990425,0.002636582437847706,40,0.47997999999999996,0.36470305555555554
temporal,within,rest,100,0,0.007083333333333333,0.00043342372495760464,0.0027412123256407945,40,0.5975658333333334,0.3216497222222222
temporal,within,rest,100,1,0.007416666666666667,0.0004697016692749325,0.002970654191383831,40,0.6142297222222222,0.29616333333333333
temporal,within,rest,100,2,0.007750000000000002,0.0005647213971599238,0.003571611716915804,40,0.6436672222222223,0.30546805555555556
temporal,within,rest,100,3,0.004666666666666666,0.0007337993857053428,0.004640954808922571,40,0.6116436111111112,0.35966972222222215
temporal,within,rest,100,4,0.005333333333333333,0.0006178724639975321,0.0039077685794651745,40,0.6237036111111112,0.31023805555555556
temporal,within,rest,100,5,0.003333333333333333,0.0004921028776234113,0.0031123318728261753,40,0.6144977777777776,0.3510305555555555
temporal,within,rest,100,6,0.0036666666666666666,0.0004591581544807963,0.0029039711487975277,40,0.5448761111111111,0.37307500000000005
temporal,within,rest,100,7,0.004583333333333333,0.0006503067433133847,0.004112900973273538,40,0.6013205555555555,0.3297194444444444
temporal,within,rest,100,8,0.005333333333333333,0.0005822639771026016,0.0036825607342247,40,0.6073044444444445,0.32790027777777786
temporal,within,rest,100,9,0.003333333333333333,0.00037742567804819856,0.002387049580131443,40,0.6121336111111111,0.3504305555555555
temporal,within,rest,100,10,0.003333333333333334,0.0004921028776234113,0.0031123318728261753,40,0.5753966666666667,0.33624166666666666
temporal,within,rest,100,11,0.006416666666666668,0.0006013695196343918,0.0038033947948920535,40,0.5784483333333335,0.3361516666666667
temporal,within,rest,100,12,0.002666666666666667,0.00048038446141526135,0.003038218101251,40,0.5173063888888889,0.35166
temporal,within,rest,100,13,0.004666666666666667,0.0006938886664887108,0.004388537257362555,40,0.5806075,0.3224666666666666
temporal,within,rest,100,14,0.006666666666666666,0.0006959385636178557,0.004401501945156832,40,0.6283300000000003,0.3354597222222222
temporal,within,rest,100,15,0.004166666666666667,0.000502840931954632,0.003180245291476762,40,0.6456727777777777,0.3166272222222222
temporal,within,rest,100,16,0.003,0.0005175000172041232,0.003272957487082702,40,0.5936669444444445,0.3668516666666667
temporal,within,rest,100,17,0.0035000000000000005,0.0005056659032384976,0.003198111978639933,40,0.5933988888888888,0.3632791666666667
temporal,within,rest,100,18,0.007000000000000001,0.0007434423667686371,0.004701942376110336,40,0.6353483333333333,0.2990880555555555
temporal,within,rest,100,19,0.003166666666666667,0.0005056659032384978,0.0031981119786399334,40,0.5987880555555554,0.33970083333333334
temporal,within,rest,100,20,0.005,0.000642732769590452,0.004064998957468074,40,0.6370397222222222,0.3343319444444444
temporal,within,rest,100,21,0.003916666666666667,0.0004757285610699276,0.0030087716019509612,40,0.6169088888888888,0.33486916666666666
temporal,within,rest,100,22,0.0035000000000000005,0.0005056659032384976,0.003198111978639933,40,0.56459,0.3426836111111111
temporal,within,rest,100,23,0.004666666666666667,0.0006062354060275328,0.0038341693625679476,40,0.5778022222222219,0.3237488888888888
temporal,within,rest,100,24,0.002333333333333333,0.0005364226763936138,0.003392634891934514,40,0.6057713888888887,0.3615497222222222
temporal,within,rest,100,25,0.0037500000000000007,0.000522806092950542,0.003306516056674825,40,0.5904472222222223,0.3482636111111111
temporal,within,rest,100,26,0.002833333333333333,0.00045526361293755647,0.002879339905359958,40,0.5717211111111111,0.33452444444444446
temporal,within,rest,100,27,0.0034166666666666664,0.0004991088925371763,0.003156641801723386,40,0.5541155555555555,0.35433250000000005
