analysis_type,fit_scope,condition,K,top_m,selected_archetypes,mean,err,std,count,rank_mean,error_mean
temporal,within,word,50,5,"[10, 9, 11, 7, 8]",0.024666666666666663,0.001111965483487341,0.0070326872146207,40,0.6930336111111112,0.30694638888888875
temporal,within,word,50,10,"[10, 9, 11, 7, 8, 16, 3, 2, 5, 6]",0.030666666666666665,0.0011887411043223048,0.007518258875844628,40,0.7152741666666668,0.30526833333333325
temporal,within,word,75,1,[13],0.009583333333333333,0.0008622132456136826,0.005453115369810841,40,0.6485683333333333,0.2751727777777778
temporal,within,word,75,2,"[13, 16]",0.012833333333333335,0.0008975274678557506,0.005676462121975467,40,0.6515366666666667,0.26555611111111105
temporal,within,word,75,3,"[13, 16, 38]",0.01591666666666667,0.0007209472638584303,0.004559670853318065,40,0.6536922222222223,0.24716083333333333
temporal,within,word,75,5,"[13, 16, 38, 8, 7]",0.016416666666666666,0.0007394798741889357,0.004676881372583591,40,0.6542633333333334,0.28158916666666656
temporal,within,word,75,10,"[13, 16, 38, 8, 7, 14, 4, 17, 3, 2]",0.027416666666666666,0.001009128562592723,0.006382289419449593,40,0.6978125000000002,0.27563777777777765
temporal,within,word,100,1,[14],0.010083333333333333,0.0007594373010624472,0.004803103222896689,40,0.6389452777777779,0.27398055555555556
temporal,within,word,100,2,"[14, 4]",0.012,0.0009306432539361502,0.005885904743017392,40,0.6400252777777778,0.2927825
temporal,within,word,100,3,"[14, 4, 15]",0.01641666666666667,0.0008720697781747157,0.005515453555259796,40,0.6464258333333334,0.2911925
temporal,within,word,100,5,"[14, 4, 15, 6, 8]",0.01691666666666667,0.000855579142754,0.005411157619273974,40,0.670036388888889,0.2838652777777777
temporal,within,word,100,10,"[14, 4, 15, 6, 8, 16, 11, 0, 9, 17]",0.031083333333333334,0.001259649365584139,0.00796672209686399,40,0.6965775000000002,0.2801233333333332
