rank,accuracy,error,rep,fold,K,condition,reconstruction
0.8139000000000008,0.05,0.2780444444444442,23,0,10,intact,all_archetypes
0.8094000000000008,0.05,0.2462222222222223,23,1,10,intact,all_archetypes
0.8226333333333337,0.03666666666666667,0.29439999999999994,24,0,10,intact,all_archetypes
0.8277111111111111,0.04,0.2566666666666666,24,1,10,intact,all_archetypes
0.8272333333333335,0.04666666666666667,0.2878111111111108,25,0,10,intact,all_archetypes
0.8246000000000002,0.06333333333333334,0.24547777777777757,25,1,10,intact,all_archetypes
0.8359444444444437,0.05,0.2834222222222218,26,0,10,intact,all_archetypes
0.8337444444444446,0.043333333333333335,0.2912555555555555,26,1,10,intact,all_archetypes
0.8417888888888889,0.043333333333333335,0.27909999999999974,27,0,10,intact,all_archetypes
0.8375666666666669,0.07,0.2572444444444443,27,1,10,intact,all_archetypes
0.8111777777777779,0.03666666666666667,0.24954444444444435,28,0,10,intact,all_archetypes
0.7997555555555557,0.03,0.269911111111111,28,1,10,intact,all_archetypes
0.8377555555555557,0.06333333333333334,0.2550999999999999,29,0,10,intact,all_archetypes
0.8284555555555558,0.06,0.2740777777777775,29,1,10,intact,all_archetypes
0.8355555555555559,0.08,0.24406666666666657,30,0,10,intact,all_archetypes
0.8291444444444445,0.06666666666666667,0.23094444444444434,30,1,10,intact,all_archetypes
0.834211111111111,0.06666666666666667,0.29717777777777743,31,0,10,intact,all_archetypes
0.8333888888888885,0.08333333333333333,0.25813333333333316,31,1,10,intact,all_archetypes
0.8490333333333339,0.06666666666666667,0.24482222222222205,32,0,10,intact,all_archetypes
0.8524,0.06666666666666667,0.24713333333333323,32,1,10,intact,all_archetypes
0.8271777777777783,0.07,0.26046666666666635,33,0,10,intact,all_archetypes
0.8281777777777779,0.06333333333333334,0.28908888888888884,33,1,10,intact,all_archetypes
0.8213555555555555,0.05,0.268622222222222,34,0,10,intact,all_archetypes
0.8256666666666672,0.05333333333333334,0.28744444444444406,34,1,10,intact,all_archetypes
0.8180888888888893,0.04666666666666667,0.26762222222222204,35,0,10,intact,all_archetypes
0.8152333333333343,0.043333333333333335,0.27631111111111095,35,1,10,intact,all_archetypes
0.8324666666666669,0.04666666666666667,0.25133333333333324,36,0,10,intact,all_archetypes
0.8338000000000008,0.06,0.28605555555555534,36,1,10,intact,all_archetypes
0.8475555555555557,0.06333333333333334,0.25816666666666654,37,0,10,intact,all_archetypes
0.8449222222222226,0.05,0.26042222222222183,37,1,10,intact,all_archetypes
0.8270666666666667,0.07,0.2556666666666664,38,0,10,intact,all_archetypes
0.8217222222222226,0.04666666666666667,0.26052222222222193,38,1,10,intact,all_archetypes
0.8201666666666672,0.03666666666666667,0.30074444444444415,39,0,10,intact,all_archetypes
0.8151333333333337,0.08,0.2322555555555555,39,1,10,intact,all_archetypes
0.8163666666666666,0.05,0.26466666666666655,40,0,10,intact,all_archetypes
0.8160666666666669,0.06,0.2631333333333331,40,1,10,intact,all_archetypes
0.8231777777777783,0.043333333333333335,0.2627999999999998,41,0,10,intact,all_archetypes
0.8235666666666673,0.043333333333333335,0.2772666666666664,41,1,10,intact,all_archetypes
0.8277111111111125,0.06,0.28565555555555494,42,0,10,intact,all_archetypes
0.8310666666666667,0.056666666666666664,0.2555777777777776,42,1,10,intact,all_archetypes
0.8360777777777777,0.04666666666666667,0.2719333333333333,43,0,10,intact,all_archetypes
0.8382888888888893,0.056666666666666664,0.2736555555555555,43,1,10,intact,all_archetypes
0.8289000000000006,0.03,0.25452222222222176,44,0,10,intact,all_archetypes
