rank,accuracy,error,rep,fold,top_m,K,condition,reconstruction
0.6813999999999998,0.013333333333333334,0.35717777777777776,43,1,1,10,intact,top_m_global
0.6844888888888889,0.0033333333333333335,0.3382333333333331,44,0,1,10,intact,top_m_global
0.6755888888888893,0.013333333333333334,0.3335555555555554,44,1,1,10,intact,top_m_global
0.6794666666666671,0.006666666666666667,0.32471111111111095,45,0,1,10,intact,top_m_global
0.6679888888888895,0.01,0.3042111111111107,45,1,1,10,intact,top_m_global
0.6932777777777773,0.01,0.36098888888888875,46,0,1,10,intact,top_m_global
0.6828777777777776,0.01,0.3512000000000002,46,1,1,10,intact,top_m_global
0.6904888888888894,0.0033333333333333335,0.3492555555555554,47,0,1,10,intact,top_m_global
0.6967444444444443,0.013333333333333334,0.32746666666666646,47,1,1,10,intact,top_m_global
0.6823777777777777,0.01,0.3732333333333332,48,0,1,10,intact,top_m_global
0.680666666666667,0.01,0.29372222222222216,48,1,1,10,intact,top_m_global
0.6927333333333332,0.013333333333333334,0.3471666666666665,49,0,1,10,intact,top_m_global
0.6742333333333334,0.006666666666666667,0.392422222222222,49,1,1,10,intact,top_m_global
0.695811111111111,0.016666666666666666,0.3182555555555554,0,0,2,10,intact,top_m_global
0.7071666666666667,0.02,0.3338555555555555,0,1,2,10,intact,top_m_global
0.7223777777777781,0.023333333333333334,0.30137777777777774,1,0,2,10,intact,top_m_global
0.7351777777777778,0.016666666666666666,0.3534777777777776,1,1,2,10,intact,top_m_global
0.7001111111111112,0.023333333333333334,0.30467777777777794,2,0,2,10,intact,top_m_global
0.6870555555555556,0.02,0.33064444444444435,2,1,2,10,intact,top_m_global
0.7351777777777776,0.02,0.30617777777777727,3,0,2,10,intact,top_m_global
0.7408777777777779,0.013333333333333334,0.32464444444444446,3,1,2,10,intact,top_m_global
0.7327000000000005,0.02,0.36315555555555573,4,0,2,10,intact,top_m_global
0.7325777777777777,0.02,0.3285555555555555,4,1,2,10,intact,top_m_global
0.7056333333333333,0.016666666666666666,0.32089999999999985,5,0,2,10,intact,top_m_global
0.7010222222222228,0.013333333333333334,0.3391444444444444,5,1,2,10,intact,top_m_global
0.711844444444445,0.013333333333333334,0.3501888888888886,6,0,2,10,intact,top_m_global
0.716766666666667,0.016666666666666666,0.30567777777777766,6,1,2,10,intact,top_m_global
0.723555555555556,0.023333333333333334,0.3278666666666663,7,0,2,10,intact,top_m_global
0.713944444444444,0.023333333333333334,0.3279888888888888,7,1,2,10,intact,top_m_global
0.7299888888888896,0.023333333333333334,0.31787777777777754,8,0,2,10,intact,top_m_global
0.7194111111111109,0.013333333333333334,0.33894444444444416,8,1,2,10,intact,top_m_global
0.7244666666666665,0.016666666666666666,0.31754444444444446,9,0,2,10,intact,top_m_global
0.7229000000000002,0.013333333333333334,0.3277666666666666,9,1,2,10,intact,top_m_global
0.7256222222222223,0.02,0.30372222222222217,10,0,2,10,intact,top_m_global
0.7312222222222222,0.016666666666666666,0.33625555555555536,10,1,2,10,intact,top_m_global
0.7187555555555556,0.016666666666666666,0.3179,11,0,2,10,intact,top_m_global
0.7180333333333333,0.01,0.36081111111111114,11,1,2,10,intact,top_m_global
0.7146222222222218,0.013333333333333334,0.33793333333333325,12,0,2,10,intact,top_m_global
0.7114333333333337,0.02,0.33017777777777746,12,1,2,10,intact,top_m_global
0.7305777777777779,0.016666666666666666,0.34111111111111114,13,0,2,10,intact,top_m_global
0.7324555555555561,0.013333333333333334,0.3121555555555554,13,1,2,10,intact,top_m_global
0.7314777777777777,0.02666666666666667,0.3381999999999999,14,0,2,10,intact,top_m_global
0.720733333333334,0.02,0.31783333333333313,14,1,2,10,intact,top_m_global
0.7133666666666664,0.02,0.31303333333333316,15,0,2,10,intact,top_m_global
0.7195555555555557,0.006666666666666667,0.31659999999999977,15,1,2,10,intact,top_m_global
0.7089333333333332,0.006666666666666667,0.3428555555555556,16,0,2,10,intact,top_m_global
0.7066666666666668,0.02,0.31212222222222213,16,1,2,10,intact,top_m_global
0.7007888888888892,0.006666666666666667,0.3066111111111111,17,0,2,10,intact,top_m_global
0.691888888888889,0.01,0.35010000000000013,17,1,2,10,intact,top_m_global
0.7199555555555562,0.01,0.33610000000000007,18,0,2,10,intact,top_m_global
0.7138333333333334,0.02,0.32835555555555535,18,1,2,10,intact,top_m_global
0.6892777777777779,0.006666666666666667,0.3011000000000001,19,0,2,10,intact,top_m_global
0.6838555555555558,0.02,0.3367555555555553,19,1,2,10,intact,top_m_global
0.7277666666666672,0.02666666666666667,0.33691111111111055,20,0,2,10,intact,top_m_global
0.7394111111111115,0.023333333333333334,0.35867777777777765,20,1,2,10,intact,top_m_global
0.701033333333333,0.02666666666666667,0.29588888888888903,21,0,2,10,intact,top_m_global
0.7060111111111117,0.023333333333333334,0.3473333333333328,21,1,2,10,intact,top_m_global
0.7231333333333334,0.016666666666666666,0.3323666666666669,22,0,2,10,intact,top_m_global
0.7228666666666669,0.02,0.33820000000000017,22,1,2,10,intact,top_m_global
0.7230111111111112,0.02,0.3597777777777776,23,0,2,10,intact,top_m_global
0.7146777777777783,0.016666666666666666,0.28207777777777765,23,1,2,10,intact,top_m_global
0.7223333333333337,0.023333333333333334,0.3163777777777778,24,0,2,10,intact,top_m_global
0.7283222222222222,0.023333333333333334,0.32887777777777766,24,1,2,10,intact,top_m_global
0.6941222222222222,0.02,0.36855555555555525,25,0,2,10,intact,top_m_global
0.7009777777777779,0.013333333333333334,0.3297999999999997,25,1,2,10,intact,top_m_global
0.7032777777777779,0.03,0.3252888888888887,26,0,2,10,intact,top_m_global
0.707811111111111,0.023333333333333334,0.29918888888888867,26,1,2,10,intact,top_m_global
0.7348333333333333,0.02,0.3207000000000001,27,0,2,10,intact,top_m_global
0.7387555555555553,0.023333333333333334,0.33522222222222187,27,1,2,10,intact,top_m_global
0.7070111111111114,0.016666666666666666,0.35909999999999964,28,0,2,10,intact,top_m_global
0.7042444444444449,0.013333333333333334,0.34104444444444415,28,1,2,10,intact,top_m_global
0.7350888888888887,0.02666666666666667,0.3119555555555552,29,0,2,10,intact,top_m_global
0.7391222222222225,0.013333333333333334,0.33110000000000006,29,1,2,10,intact,top_m_global
0.7101666666666667,0.016666666666666666,0.28478888888888887,30,0,2,10,intact,top_m_global
0.7159999999999995,0.02,0.33003333333333323,30,1,2,10,intact,top_m_global
0.7398111111111113,0.023333333333333334,0.3140999999999998,31,0,2,10,intact,top_m_global
0.7493333333333334,0.023333333333333334,0.3198111111111109,31,1,2,10,intact,top_m_global
0.7216666666666667,0.016666666666666666,0.353511111111111,32,0,2,10,intact,top_m_global
0.7237111111111113,0.016666666666666666,0.3296444444444442,32,1,2,10,intact,top_m_global
0.7009555555555558,0.01,0.34027777777777785,33,0,2,10,intact,top_m_global
0.710555555555556,0.02,0.31387777777777753,33,1,2,10,intact,top_m_global
0.7083444444444439,0.023333333333333334,0.3124666666666669,34,0,2,10,intact,top_m_global
0.7022000000000005,0.013333333333333334,0.31854444444444446,34,1,2,10,intact,top_m_global
0.7165444444444449,0.016666666666666666,0.3100666666666665,35,0,2,10,intact,top_m_global
0.7111000000000005,0.01,0.3467777777777779,35,1,2,10,intact,top_m_global
0.7172111111111118,0.016666666666666666,0.3091222222222222,36,0,2,10,intact,top_m_global
0.7173222222222224,0.03333333333333333,0.3070222222222219,36,1,2,10,intact,top_m_global
