rank,accuracy,error,rep,fold,condition,K,reconstruction
0.6108444444444451,0.006666666666666667,0.3397666666666667,4,0,rest,10,all_archetypes
0.610944444444445,0.006666666666666667,0.28814444444444454,4,1,rest,10,all_archetypes
0.5664555555555556,0.01,0.2658777777777777,5,0,rest,10,all_archetypes
0.5668333333333329,0.01,0.2844222222222223,5,1,rest,10,all_archetypes
0.637766666666667,0.013333333333333334,0.287088888888889,6,0,rest,10,all_archetypes
0.6345555555555559,0.016666666666666666,0.29854444444444456,6,1,rest,10,all_archetypes
0.5337444444444441,0.0033333333333333335,0.3009888888888888,7,0,rest,10,all_archetypes
0.5364444444444448,0.013333333333333334,0.2511555555555554,7,1,rest,10,all_archetypes
0.6223333333333333,0.02,0.279577777777778,8,0,rest,10,all_archetypes
0.6217777777777774,0.01,0.30558888888888885,8,1,rest,10,all_archetypes
0.5810555555555553,0.0033333333333333335,0.319288888888889,9,0,rest,10,all_archetypes
0.5696111111111115,0.0033333333333333335,0.32874444444444434,9,1,rest,10,all_archetypes
0.6423222222222222,0.006666666666666667,0.34402222222222223,10,0,rest,10,all_archetypes
0.6421444444444442,0.006666666666666667,0.33984444444444467,10,1,rest,10,all_archetypes
0.5994000000000002,0.01,0.3244999999999999,11,0,rest,10,all_archetypes
0.6005888888888886,0.013333333333333334,0.3202444444444445,11,1,rest,10,all_archetypes
0.6120222222222217,0.023333333333333334,0.24654444444444437,12,0,rest,10,all_archetypes
0.6139444444444446,0.013333333333333334,0.24883333333333335,12,1,rest,10,all_archetypes
0.6359111111111111,0.01,0.27957777777777776,13,0,rest,10,all_archetypes
0.637988888888889,0.01,0.2932111111111112,13,1,rest,10,all_archetypes
0.6194444444444442,0.013333333333333334,0.31916666666666665,14,0,rest,10,all_archetypes
0.6146444444444448,0.0033333333333333335,0.2886222222222223,14,1,rest,10,all_archetypes
0.580933333333333,0.0033333333333333335,0.32584444444444427,15,0,rest,10,all_archetypes
0.5806444444444443,0.01,0.3017555555555555,15,1,rest,10,all_archetypes
0.5671888888888891,0.01,0.3064555555555555,16,0,rest,10,all_archetypes
0.5703333333333336,0.013333333333333334,0.33585555555555535,16,1,rest,10,all_archetypes
0.6215888888888892,0.01,0.31077777777777776,17,0,rest,10,all_archetypes
0.6199666666666668,0.013333333333333334,0.3354333333333332,17,1,rest,10,all_archetypes
0.565988888888889,0.013333333333333334,0.27435555555555546,18,0,rest,10,all_archetypes
0.5686777777777781,0.006666666666666667,0.28273333333333306,18,1,rest,10,all_archetypes
0.6193444444444445,0.013333333333333334,0.30141111111111113,19,0,rest,10,all_archetypes
0.6174999999999998,0.016666666666666666,0.3010777777777777,19,1,rest,10,all_archetypes
0.7018444444444442,0.016666666666666666,0.3053333333333332,0,0,word,10,all_archetypes
0.7032333333333336,0.03666666666666667,0.3917,0,1,word,10,all_archetypes
0.6885888888888888,0.02666666666666667,0.3248888888888888,1,0,word,10,all_archetypes
0.6985111111111105,0.03666666666666667,0.2951333333333333,1,1,word,10,all_archetypes
0.6934333333333338,0.03666666666666667,0.310933333333333,2,0,word,10,all_archetypes
0.6927666666666666,0.03333333333333333,0.31597777777777775,2,1,word,10,all_archetypes
0.6969333333333331,0.03,0.32333333333333336,3,0,word,10,all_archetypes
0.6949888888888883,0.016666666666666666,0.3451444444444446,3,1,word,10,all_archetypes
0.7257888888888893,0.023333333333333334,0.316422222222222,4,0,word,10,all_archetypes
0.7174444444444443,0.03,0.3279777777777777,4,1,word,10,all_archetypes
0.648855555555556,0.02666666666666667,0.33614444444444436,5,0,word,10,all_archetypes
0.6460555555555562,0.016666666666666666,0.29597777777777773,5,1,word,10,all_archetypes
0.6933111111111117,0.03333333333333333,0.3067999999999999,6,0,word,10,all_archetypes
0.6916666666666672,0.03,0.3004444444444442,6,1,word,10,all_archetypes
0.7037333333333333,0.013333333333333334,0.32273333333333315,7,0,word,10,all_archetypes
0.6928222222222223,0.04,0.2734333333333334,7,1,word,10,all_archetypes
0.7366111111111111,0.023333333333333334,0.3031666666666664,8,0,word,10,all_archetypes
0.7301666666666667,0.04,0.30434444444444464,8,1,word,10,all_archetypes
0.7127333333333337,0.03333333333333333,0.32774444444444417,9,0,word,10,all_archetypes
0.7188000000000004,0.023333333333333334,0.3227333333333331,9,1,word,10,all_archetypes
0.6935888888888894,0.03666666666666667,0.29056666666666664,10,0,word,10,all_archetypes
0.6971222222222224,0.03666666666666667,0.3395777777777779,10,1,word,10,all_archetypes
0.6919333333333335,0.016666666666666666,0.321633333333333,11,0,word,10,all_archetypes
0.6855000000000008,0.03333333333333333,0.28661111111111087,11,1,word,10,all_archetypes
0.6664999999999999,0.03666666666666667,0.3437888888888889,12,0,word,10,all_archetypes
