rank,accuracy,error,rep,fold,top_m,condition,K,reconstruction
0.670566666666667,0.01,0.3310444444444444,0,0,1,intact,5,top_m_across_condition_ranked
0.6715888888888883,0.0033333333333333335,0.2996333333333333,0,1,1,intact,5,top_m_across_condition_ranked
0.6888666666666667,0.013333333333333334,0.2791111111111111,1,0,1,intact,5,top_m_across_condition_ranked
0.6893333333333338,0.0033333333333333335,0.31171111111111105,1,1,1,intact,5,top_m_across_condition_ranked
0.6661555555555555,0.01,0.3341333333333333,2,0,1,intact,5,top_m_across_condition_ranked
0.6682555555555555,0.006666666666666667,0.3274666666666664,2,1,1,intact,5,top_m_across_condition_ranked
0.6734777777777782,0.013333333333333334,0.31794444444444414,3,0,1,intact,5,top_m_across_condition_ranked
0.675088888888889,0.006666666666666667,0.31821111111111106,3,1,1,intact,5,top_m_across_condition_ranked
0.6925888888888891,0.006666666666666667,0.3436444444444446,4,0,1,intact,5,top_m_across_condition_ranked
0.7027888888888892,0.006666666666666667,0.3323777777777778,4,1,1,intact,5,top_m_across_condition_ranked
0.6918000000000003,0.006666666666666667,0.3134333333333333,5,0,1,intact,5,top_m_across_condition_ranked
0.6832777777777778,0.01,0.29515555555555567,5,1,1,intact,5,top_m_across_condition_ranked
0.6923666666666666,0.013333333333333334,0.31101111111111135,6,0,1,intact,5,top_m_across_condition_ranked
0.695944444444445,0.0033333333333333335,0.2980999999999999,6,1,1,intact,5,top_m_across_condition_ranked
0.686233333333334,0.0033333333333333335,0.2873777777777777,7,0,1,intact,5,top_m_across_condition_ranked
0.6909000000000001,0.01,0.31426666666666664,7,1,1,intact,5,top_m_across_condition_ranked
0.6948222222222227,0.006666666666666667,0.32507777777777747,8,0,1,intact,5,top_m_across_condition_ranked
0.6944888888888886,0.0033333333333333335,0.30312222222222207,8,1,1,intact,5,top_m_across_condition_ranked
0.695577777777778,0.013333333333333334,0.3418,9,0,1,intact,5,top_m_across_condition_ranked
0.6899222222222219,0.0033333333333333335,0.36524444444444415,9,1,1,intact,5,top_m_across_condition_ranked
0.6841111111111117,0.0033333333333333335,0.33261111111111075,10,0,1,intact,5,top_m_across_condition_ranked
0.680022222222222,0.013333333333333334,0.3063222222222221,10,1,1,intact,5,top_m_across_condition_ranked
0.704655555555556,0.013333333333333334,0.32327777777777783,11,0,1,intact,5,top_m_across_condition_ranked
0.7058999999999997,0.0033333333333333335,0.3082555555555557,11,1,1,intact,5,top_m_across_condition_ranked
0.7045555555555558,0.006666666666666667,0.3098222222222223,12,0,1,intact,5,top_m_across_condition_ranked
0.7013222222222224,0.0033333333333333335,0.3519999999999999,12,1,1,intact,5,top_m_across_condition_ranked
0.6881333333333333,0.006666666666666667,0.29629999999999995,13,0,1,intact,5,top_m_across_condition_ranked
0.6814777777777776,0.0033333333333333335,0.3015222222222221,13,1,1,intact,5,top_m_across_condition_ranked
0.6866444444444442,0.01,0.2753888888888888,14,0,1,intact,5,top_m_across_condition_ranked
0.6996777777777781,0.01,0.31575555555555546,14,1,1,intact,5,top_m_across_condition_ranked
0.6885111111111111,0.006666666666666667,0.29242222222222214,15,0,1,intact,5,top_m_across_condition_ranked
0.6824333333333336,0.006666666666666667,0.3100777777777774,15,1,1,intact,5,top_m_across_condition_ranked
0.6514999999999995,0.006666666666666667,0.31185555555555555,16,0,1,intact,5,top_m_across_condition_ranked
0.6456444444444446,0.006666666666666667,0.2963333333333335,16,1,1,intact,5,top_m_across_condition_ranked
0.7129666666666674,0.016666666666666666,0.27823333333333333,17,0,1,intact,5,top_m_across_condition_ranked
0.7125999999999998,0.01,0.29371111111111087,17,1,1,intact,5,top_m_across_condition_ranked
0.6552111111111109,0.01,0.31837777777777776,18,0,1,intact,5,top_m_across_condition_ranked
0.6666000000000003,0.006666666666666667,0.2836666666666666,18,1,1,intact,5,top_m_across_condition_ranked
0.673033333333333,0.01,0.2746333333333332,19,0,1,intact,5,top_m_across_condition_ranked
0.6817444444444449,0.01,0.2911777777777776,19,1,1,intact,5,top_m_across_condition_ranked
0.7414666666666672,0.013333333333333334,0.3033222222222219,0,0,2,intact,5,top_m_across_condition_ranked
0.7480666666666681,0.01,0.295311111111111,0,1,2,intact,5,top_m_across_condition_ranked
0.7422777777777778,0.03,0.3000666666666662,1,0,2,intact,5,top_m_across_condition_ranked
0.738622222222223,0.013333333333333334,0.3146333333333332,1,1,2,intact,5,top_m_across_condition_ranked
0.7406555555555552,0.03,0.30305555555555536,2,0,2,intact,5,top_m_across_condition_ranked
0.745111111111111,0.013333333333333334,0.31696666666666656,2,1,2,intact,5,top_m_across_condition_ranked
0.750488888888889,0.016666666666666666,0.3415999999999997,3,0,2,intact,5,top_m_across_condition_ranked
0.7551111111111118,0.03,0.2681555555555555,3,1,2,intact,5,top_m_across_condition_ranked
0.7506444444444446,0.02666666666666667,0.29612222222222206,4,0,2,intact,5,top_m_across_condition_ranked
0.7413888888888891,0.006666666666666667,0.2786333333333332,4,1,2,intact,5,top_m_across_condition_ranked
0.7434888888888885,0.016666666666666666,0.3365666666666665,5,0,2,intact,5,top_m_across_condition_ranked
0.7394666666666668,0.02,0.3158777777777778,5,1,2,intact,5,top_m_across_condition_ranked
0.728244444444445,0.01,0.28995555555555563,6,0,2,intact,5,top_m_across_condition_ranked
0.7250444444444447,0.02,0.3048888888888887,6,1,2,intact,5,top_m_across_condition_ranked
0.7542777777777783,0.016666666666666666,0.26392222222222206,7,0,2,intact,5,top_m_across_condition_ranked
0.7563222222222227,0.02,0.30208888888888874,7,1,2,intact,5,top_m_across_condition_ranked
0.7523222222222224,0.01,0.301111111111111,8,0,2,intact,5,top_m_across_condition_ranked
0.753877777777778,0.013333333333333334,0.31127777777777754,8,1,2,intact,5,top_m_across_condition_ranked
0.7506444444444446,0.023333333333333334,0.31792222222222216,9,0,2,intact,5,top_m_across_condition_ranked
0.7515444444444447,0.013333333333333334,0.2744444444444443,9,1,2,intact,5,top_m_across_condition_ranked
0.7259111111111114,0.02,0.3334666666666666,10,0,2,intact,5,top_m_across_condition_ranked
0.7228111111111114,0.006666666666666667,0.3320111111111106,10,1,2,intact,5,top_m_across_condition_ranked
0.7351,0.016666666666666666,0.3024555555555554,11,0,2,intact,5,top_m_across_condition_ranked
0.7390666666666668,0.02,0.29304444444444416,11,1,2,intact,5,top_m_across_condition_ranked
0.7549777777777774,0.01,0.27692222222222185,12,0,2,intact,5,top_m_across_condition_ranked
0.7665333333333334,0.02,0.2922777777777774,12,1,2,intact,5,top_m_across_condition_ranked
0.7283333333333339,0.02,0.3021111111111108,13,0,2,intact,5,top_m_across_condition_ranked
0.7241888888888892,0.01,0.29894444444444424,13,1,2,intact,5,top_m_across_condition_ranked
0.7393888888888887,0.013333333333333334,0.28291111111111106,14,0,2,intact,5,top_m_across_condition_ranked
0.7370777777777778,0.02666666666666667,0.3055444444444441,14,1,2,intact,5,top_m_across_condition_ranked
0.7538555555555562,0.02,0.26918888888888864,15,0,2,intact,5,top_m_across_condition_ranked
0.7437444444444443,0.006666666666666667,0.30696666666666644,15,1,2,intact,5,top_m_across_condition_ranked
0.7431666666666676,0.023333333333333334,0.30472222222222217,16,0,2,intact,5,top_m_across_condition_ranked
0.7337666666666668,0.01,0.31561111111111106,16,1,2,intact,5,top_m_across_condition_ranked
0.7228444444444452,0.01,0.2702666666666664,17,0,2,intact,5,top_m_across_condition_ranked
0.7190222222222228,0.03333333333333333,0.2921444444444442,17,1,2,intact,5,top_m_across_condition_ranked
0.7286111111111119,0.013333333333333334,0.2884555555555554,18,0,2,intact,5,top_m_across_condition_ranked
0.7311333333333334,0.016666666666666666,0.3127999999999998,18,1,2,intact,5,top_m_across_condition_ranked
0.7357777777777781,0.013333333333333334,0.3125444444444441,19,0,2,intact,5,top_m_across_condition_ranked
0.7339666666666663,0.01,0.29231111111111124,19,1,2,intact,5,top_m_across_condition_ranked
0.7511000000000004,0.013333333333333334,0.34835555555555553,0,0,3,intact,5,top_m_across_condition_ranked
0.7556555555555557,0.01,0.338422222222222,0,1,3,intact,5,top_m_across_condition_ranked
0.7735555555555561,0.023333333333333334,0.35842222222222225,1,0,3,intact,5,top_m_across_condition_ranked
0.7676666666666668,0.016666666666666666,0.36721111111111077,1,1,3,intact,5,top_m_across_condition_ranked
0.7645555555555554,0.03,0.32701111111111075,2,0,3,intact,5,top_m_across_condition_ranked
0.7640777777777775,0.01,0.336933333333333,2,1,3,intact,5,top_m_across_condition_ranked
0.7700333333333333,0.016666666666666666,0.39337777777777766,3,0,3,intact,5,top_m_across_condition_ranked
0.7787777777777783,0.02,0.3197888888888886,3,1,3,intact,5,top_m_across_condition_ranked
0.7668888888888893,0.016666666666666666,0.35495555555555564,4,0,3,intact,5,top_m_across_condition_ranked
0.7723555555555564,0.02,0.3396777777777775,4,1,3,intact,5,top_m_across_condition_ranked
0.7424000000000006,0.016666666666666666,0.38626666666666676,5,0,3,intact,5,top_m_across_condition_ranked
0.7449333333333334,0.02,0.39084444444444394,5,1,3,intact,5,top_m_across_condition_ranked
0.7317666666666675,0.013333333333333334,0.35275555555555554,6,0,3,intact,5,top_m_across_condition_ranked
0.731744444444445,0.02,0.3420888888888888,6,1,3,intact,5,top_m_across_condition_ranked
0.771988888888889,0.016666666666666666,0.3475666666666664,7,0,3,intact,5,top_m_across_condition_ranked
0.7774888888888888,0.02,0.33478888888888886,7,1,3,intact,5,top_m_across_condition_ranked
0.7683888888888893,0.023333333333333334,0.3743111111111107,8,0,3,intact,5,top_m_across_condition_ranked
0.7590222222222224,0.016666666666666666,0.3475000000000001,8,1,3,intact,5,top_m_across_condition_ranked
0.7555444444444445,0.016666666666666666,0.38672222222222213,9,0,3,intact,5,top_m_across_condition_ranked
0.7452000000000002,0.016666666666666666,0.3724444444444444,9,1,3,intact,5,top_m_across_condition_ranked
0.7534777777777784,0.016666666666666666,0.36635555555555543,10,0,3,intact,5,top_m_across_condition_ranked
0.7381888888888887,0.013333333333333334,0.38703333333333334,10,1,3,intact,5,top_m_across_condition_ranked
0.7593666666666669,0.013333333333333334,0.3672777777777775,11,0,3,intact,5,top_m_across_condition_ranked
0.7546666666666667,0.03,0.34883333333333344,11,1,3,intact,5,top_m_across_condition_ranked
0.7676888888888889,0.02666666666666667,0.3739444444444438,12,0,3,intact,5,top_m_across_condition_ranked
0.7684333333333333,0.02666666666666667,0.31842222222222216,12,1,3,intact,5,top_m_across_condition_ranked
0.7387333333333336,0.016666666666666666,0.36036666666666645,13,0,3,intact,5,top_m_across_condition_ranked
0.7398777777777784,0.023333333333333334,0.34841111111111067,13,1,3,intact,5,top_m_across_condition_ranked
0.7490888888888891,0.013333333333333334,0.3460333333333331,14,0,3,intact,5,top_m_across_condition_ranked
0.7486222222222224,0.016666666666666666,0.34135555555555525,14,1,3,intact,5,top_m_across_condition_ranked
0.7212999999999998,0.02,0.34051111111111104,15,0,3,intact,5,top_m_across_condition_ranked
0.7181777777777779,0.02,0.3437666666666667,15,1,3,intact,5,top_m_across_condition_ranked
0.7491222222222227,0.006666666666666667,0.38771111111111123,16,0,3,intact,5,top_m_across_condition_ranked
0.7525333333333333,0.016666666666666666,0.3714666666666663,16,1,3,intact,5,top_m_across_condition_ranked
0.7399333333333334,0.013333333333333334,0.3582555555555556,17,0,3,intact,5,top_m_across_condition_ranked
0.7363333333333334,0.016666666666666666,0.36785555555555555,17,1,3,intact,5,top_m_across_condition_ranked
0.7534444444444449,0.016666666666666666,0.3631666666666668,18,0,3,intact,5,top_m_across_condition_ranked
0.7562111111111113,0.02666666666666667,0.36361111111111083,18,1,3,intact,5,top_m_across_condition_ranked
0.7548999999999997,0.03,0.3716111111111111,19,0,3,intact,5,top_m_across_condition_ranked
0.7539222222222224,0.013333333333333334,0.3072111111111114,19,1,3,intact,5,top_m_across_condition_ranked
0.7638666666666665,0.02666666666666667,0.3380444444444446,0,0,4,intact,5,top_m_across_condition_ranked
0.7629000000000005,0.013333333333333334,0.34963333333333313,0,1,4,intact,5,top_m_across_condition_ranked
0.7750444444444446,0.03333333333333333,0.3390666666666668,1,0,4,intact,5,top_m_across_condition_ranked
0.784722222222223,0.023333333333333334,0.36938888888888877,1,1,4,intact,5,top_m_across_condition_ranked
0.7837000000000001,0.03333333333333333,0.34933333333333294,2,0,4,intact,5,top_m_across_condition_ranked
0.7750111111111112,0.016666666666666666,0.34958888888888856,2,1,4,intact,5,top_m_across_condition_ranked
0.7831555555555555,0.03,0.3685333333333333,3,0,4,intact,5,top_m_across_condition_ranked
0.799366666666667,0.02666666666666667,0.3196111111111105,3,1,4,intact,5,top_m_across_condition_ranked
0.770811111111111,0.02,0.3690666666666662,4,0,4,intact,5,top_m_across_condition_ranked
0.7716999999999995,0.02,0.32389999999999985,4,1,4,intact,5,top_m_across_condition_ranked
0.7611888888888892,0.03,0.3424555555555554,5,0,4,intact,5,top_m_across_condition_ranked
0.7613666666666664,0.023333333333333334,0.36647777777777735,5,1,4,intact,5,top_m_across_condition_ranked
0.7397444444444442,0.02,0.3341111111111109,6,0,4,intact,5,top_m_across_condition_ranked
0.7388888888888892,0.04,0.32724444444444445,6,1,4,intact,5,top_m_across_condition_ranked
0.7692222222222227,0.02,0.3427444444444443,7,0,4,intact,5,top_m_across_condition_ranked
0.7725888888888888,0.02,0.339133333333333,7,1,4,intact,5,top_m_across_condition_ranked
0.778955555555556,0.03,0.3311222222222223,8,0,4,intact,5,top_m_across_condition_ranked
0.7794888888888883,0.03,0.35451111111111083,8,1,4,intact,5,top_m_across_condition_ranked
0.7572222222222224,0.013333333333333334,0.37622222222222207,9,0,4,intact,5,top_m_across_condition_ranked
0.7506333333333334,0.03333333333333333,0.3690111111111109,9,1,4,intact,5,top_m_across_condition_ranked
0.7566888888888892,0.023333333333333334,0.38337777777777765,10,0,4,intact,5,top_m_across_condition_ranked
0.7500777777777784,0.013333333333333334,0.36698888888888875,10,1,4,intact,5,top_m_across_condition_ranked
0.7781222222222225,0.03,0.34298888888888845,11,0,4,intact,5,top_m_across_condition_ranked
0.7658111111111116,0.02666666666666667,0.3566000000000001,11,1,4,intact,5,top_m_across_condition_ranked
0.7701222222222226,0.023333333333333334,0.3485777777777775,12,0,4,intact,5,top_m_across_condition_ranked
0.7723555555555562,0.03,0.33626666666666655,12,1,4,intact,5,top_m_across_condition_ranked
0.7479666666666667,0.02666666666666667,0.365,13,0,4,intact,5,top_m_across_condition_ranked
0.7476222222222225,0.023333333333333334,0.34445555555555535,13,1,4,intact,5,top_m_across_condition_ranked
0.767377777777778,0.02666666666666667,0.33749999999999986,14,0,4,intact,5,top_m_across_condition_ranked
0.7629555555555558,0.023333333333333334,0.327211111111111,14,1,4,intact,5,top_m_across_condition_ranked
0.7436333333333335,0.03,0.341811111111111,15,0,4,intact,5,top_m_across_condition_ranked
0.7385777777777782,0.013333333333333334,0.35355555555555546,15,1,4,intact,5,top_m_across_condition_ranked
0.7560222222222225,0.013333333333333334,0.34594444444444433,16,0,4,intact,5,top_m_across_condition_ranked
0.7685666666666674,0.016666666666666666,0.35375555555555543,16,1,4,intact,5,top_m_across_condition_ranked
0.7468888888888892,0.02,0.3875333333333332,17,0,4,intact,5,top_m_across_condition_ranked
0.7550333333333334,0.02666666666666667,0.32301111111111097,17,1,4,intact,5,top_m_across_condition_ranked
0.7564444444444456,0.01,0.3624777777777777,18,0,4,intact,5,top_m_across_condition_ranked
0.7559555555555556,0.013333333333333334,0.34727777777777774,18,1,4,intact,5,top_m_across_condition_ranked
0.7579777777777783,0.03,0.35104444444444427,19,0,4,intact,5,top_m_across_condition_ranked
0.7657888888888891,0.01,0.3314999999999999,19,1,4,intact,5,top_m_across_condition_ranked
0.8004333333333337,0.02666666666666667,0.3109333333333329,0,0,5,intact,5,top_m_across_condition_ranked
0.7994777777777778,0.023333333333333334,0.31466666666666643,0,1,5,intact,5,top_m_across_condition_ranked
0.821022222222222,0.043333333333333335,0.31720000000000015,1,0,5,intact,5,top_m_across_condition_ranked
0.8241666666666669,0.03666666666666667,0.32185555555555534,1,1,5,intact,5,top_m_across_condition_ranked
0.8137777777777785,0.03666666666666667,0.30927777777777754,2,0,5,intact,5,top_m_across_condition_ranked
0.8162777777777781,0.03333333333333333,0.33518888888888865,2,1,5,intact,5,top_m_across_condition_ranked
0.8155111111111116,0.03,0.3318555555555552,3,0,5,intact,5,top_m_across_condition_ranked
0.8249111111111112,0.02666666666666667,0.3004777777777775,3,1,5,intact,5,top_m_across_condition_ranked
0.7988333333333337,0.03,0.33093333333333325,4,0,5,intact,5,top_m_across_condition_ranked
0.8013444444444445,0.03333333333333333,0.3142333333333332,4,1,5,intact,5,top_m_across_condition_ranked
0.7926666666666671,0.023333333333333334,0.328888888888889,5,0,5,intact,5,top_m_across_condition_ranked
0.7938111111111112,0.04,0.36977777777777715,5,1,5,intact,5,top_m_across_condition_ranked
0.7792111111111115,0.016666666666666666,0.3276444444444439,6,0,5,intact,5,top_m_across_condition_ranked
