analysis_type,fit_scope,condition,K,top_m,selected_archetypes,mean,err,std,count,rank_mean,error_mean,fit_source_file,fit_source_basename
spatial,across,word,25,10,"[6, 5, 2, 4, 3, 10, 16, 1, 8, 9]",0.03725,0.0013230775442256,0.0083678771215504,40,0.6937477777777781,0.3259611111111111,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K25.npz,spatialAA_across_acrossCond_K25.npz
spatial,across,word,50,1,[9],0.0069166666666666,0.0005117911677922,0.0032368515531621,40,0.5474544444444444,0.3541422222222222,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K50.npz,spatialAA_across_acrossCond_K50.npz
spatial,across,word,50,2,"[9, 6]",0.0100833333333333,0.0006697312043199,0.0042357520514774,40,0.5815997222222222,0.3516769444444444,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K50.npz,spatialAA_across_acrossCond_K50.npz
spatial,across,word,50,3,"[9, 6, 10]",0.0134166666666666,0.0007779685358258,0.004920305042312,40,0.6106316666666667,0.3573402777777777,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K50.npz,spatialAA_across_acrossCond_K50.npz
spatial,across,word,50,5,"[9, 6, 10, 8, 4]",0.0355833333333333,0.00139385862997,0.0088155360139741,40,0.7250844444444444,0.3609866666666667,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K50.npz,spatialAA_across_acrossCond_K50.npz
spatial,across,word,50,10,"[9, 6, 10, 8, 4, 13, 11, 24, 12, 14]",0.04425,0.0016537426257929,0.0104591867224266,40,0.7386833333333334,0.3334380555555555,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K50.npz,spatialAA_across_acrossCond_K50.npz
spatial,across,word,75,1,[6],0.0085,0.0006079951641733,0.0038452990503112,40,0.6829366666666667,0.3770694444444444,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K75.npz,spatialAA_across_acrossCond_K75.npz
spatial,across,word,75,2,"[6, 7]",0.01625,0.0008455303971009,0.0053476037714911,40,0.7201466666666667,0.3793380555555555,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K75.npz,spatialAA_across_acrossCond_K75.npz
spatial,across,word,75,3,"[6, 7, 9]",0.0223333333333333,0.0013513736811891,0.0085468376051281,40,0.7094013888888888,0.3811688888888888,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K75.npz,spatialAA_across_acrossCond_K75.npz
spatial,across,word,75,5,"[6, 7, 9, 13, 0]",0.0326666666666666,0.0014627375498021,0.0092511645528574,40,0.7152902777777779,0.3564063888888887,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K75.npz,spatialAA_across_acrossCond_K75.npz
spatial,across,word,75,10,"[6, 7, 9, 13, 0, 11, 12, 14, 40, 8]",0.0405,0.0013844373104863,0.0087559503577091,40,0.7216302777777779,0.3282572222222221,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K75.npz,spatialAA_across_acrossCond_K75.npz
spatial,across,word,100,1,[8],0.0065,0.0006421784505829,0.0040614931362402,40,0.5595550000000001,0.3296286111111111,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K100.npz,spatialAA_across_acrossCond_K100.npz
spatial,across,word,100,2,"[8, 12]",0.0091666666666666,0.0008160603016655,0.0051612185226142,40,0.6004908333333333,0.3442288888888888,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K100.npz,spatialAA_across_acrossCond_K100.npz
spatial,across,word,100,3,"[8, 12, 4]",0.0105833333333333,0.0008597314561176,0.0054374191548497,40,0.6165344444444445,0.3410199999999999,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K100.npz,spatialAA_across_acrossCond_K100.npz
spatial,across,word,100,5,"[8, 12, 4, 9, 10]",0.0270833333333333,0.001477212956773,0.0093427150650292,40,0.7331930555555558,0.3433980555555554,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K100.npz,spatialAA_across_acrossCond_K100.npz
spatial,across,word,100,10,"[8, 12, 4, 9, 10, 21, 59, 14, 15, 27]",0.0279999999999999,0.0014801632311617,0.0093613742386108,40,0.7316091666666669,0.345023611111111,msaa_flexible_outputs_npz/spatialAA_across_acrossCond_K100.npz,spatialAA_across_acrossCond_K100.npz
spatial,across,word,300,1,[28],0.010083333333333335,0.0006590105247982552,0.004167948520770725,40,0.6268205555555555,0.36343833333333325,,
spatial,across,word,300,2,"[28, 25]",0.015000000000000003,0.0009769421448662936,0.006178724639975323,40,0.702941388888889,0.3751147222222222,,
spatial,across,word,300,3,"[28, 25, 26]",0.01575,0.000939687618580143,0.005943106327545623,40,0.7019458333333334,0.3748919444444444,,
spatial,across,word,300,5,"[28, 25, 26, 31, 32]",0.015083333333333332,0.0009695322983237214,0.0061318606556016175,40,0.7103830555555556,0.3684838888888889,,
spatial,across,word,300,10,"[28, 25, 26, 31, 32, 30, 24, 36, 50, 29]",0.02366666666666667,0.0013545323306432498,0.008566814658337916,40,0.7301916666666669,0.3475727777777776,,
spatial,across,word,500,1,[40],0.011583333333333334,0.0008605595145384648,0.005442656256140666,40,0.6877774999999999,0.35380555555555554,,
spatial,across,word,500,2,"[40, 42]",0.020333333333333335,0.0010527402852850783,0.0066581141722325795,40,0.72014,0.3488305555555555,,
