rank,accuracy,error,rep,fold,condition,K,reconstruction
0.7727777777777783,0.03,0.29012222222222206,19,1,intact,5,all_archetypes
0.5258111111111115,0.0033333333333333335,0.31511111111111095,0,0,rest,5,all_archetypes
0.5336,0.006666666666666667,0.3755777777777776,0,1,rest,5,all_archetypes
0.5140888888888894,0.0033333333333333335,0.366811111111111,1,0,rest,5,all_archetypes
0.5084333333333331,0.01,0.41373333333333323,1,1,rest,5,all_archetypes
0.5414,0.006666666666666667,0.34191111111111117,2,0,rest,5,all_archetypes
0.5500666666666668,0.016666666666666666,0.3143333333333331,2,1,rest,5,all_archetypes
0.5024888888888894,0.0033333333333333335,0.36464444444444444,3,0,rest,5,all_archetypes
0.5010555555555558,0.006666666666666667,0.34068888888888893,3,1,rest,5,all_archetypes
0.502122222222222,0.0033333333333333335,0.31621111111111105,4,0,rest,5,all_archetypes
0.49551111111111085,0.006666666666666667,0.3073666666666668,4,1,rest,5,all_archetypes
0.522577777777778,0.0033333333333333335,0.3505000000000001,5,0,rest,5,all_archetypes
0.5264444444444444,0.006666666666666667,0.3454444444444443,5,1,rest,5,all_archetypes
0.519,0.01,0.3905666666666666,6,0,rest,5,all_archetypes
0.5198222222222225,0.0033333333333333335,0.35567777777777737,6,1,rest,5,all_archetypes
0.47430000000000017,0.0,0.36694444444444435,7,0,rest,5,all_archetypes
0.4672666666666666,0.0,0.3329666666666665,7,1,rest,5,all_archetypes
0.5342888888888894,0.006666666666666667,0.3274222222222222,8,0,rest,5,all_archetypes
0.5368555555555562,0.0,0.3789777777777779,8,1,rest,5,all_archetypes
0.5020444444444441,0.0033333333333333335,0.36285555555555554,9,0,rest,5,all_archetypes
0.5056444444444446,0.0033333333333333335,0.3655666666666666,9,1,rest,5,all_archetypes
0.5289222222222223,0.0033333333333333335,0.349311111111111,10,0,rest,5,all_archetypes
0.5399888888888889,0.0,0.358566666666667,10,1,rest,5,all_archetypes
0.47700000000000015,0.0033333333333333335,0.36472222222222217,11,0,rest,5,all_archetypes
0.4771000000000001,0.0033333333333333335,0.33868888888888876,11,1,rest,5,all_archetypes
0.5476222222222228,0.01,0.32472222222222225,12,0,rest,5,all_archetypes
0.5499777777777776,0.013333333333333334,0.34213333333333323,12,1,rest,5,all_archetypes
0.5456111111111112,0.006666666666666667,0.33652222222222244,13,0,rest,5,all_archetypes
0.5483999999999999,0.0033333333333333335,0.37718888888888913,13,1,rest,5,all_archetypes
0.5269111111111109,0.0033333333333333335,0.34181111111111107,14,0,rest,5,all_archetypes
0.5224999999999995,0.006666666666666667,0.34481111111111096,14,1,rest,5,all_archetypes
0.5258666666666671,0.0033333333333333335,0.37559999999999977,15,0,rest,5,all_archetypes
0.5302222222222223,0.0033333333333333335,0.35059999999999986,15,1,rest,5,all_archetypes
0.48850000000000005,0.0033333333333333335,0.31432222222222195,16,0,rest,5,all_archetypes
0.47795555555555563,0.006666666666666667,0.38002222222222215,16,1,rest,5,all_archetypes
0.5079777777777782,0.0033333333333333335,0.36569999999999986,17,0,rest,5,all_archetypes
0.5110666666666663,0.006666666666666667,0.32909999999999984,17,1,rest,5,all_archetypes
0.504333333333333,0.0,0.3124555555555555,18,0,rest,5,all_archetypes
0.5098777777777778,0.0033333333333333335,0.37413333333333315,18,1,rest,5,all_archetypes
0.5378888888888889,0.01,0.3354222222222222,19,0,rest,5,all_archetypes
0.5348111111111112,0.006666666666666667,0.35847777777777773,19,1,rest,5,all_archetypes
0.6525999999999997,0.02,0.35140000000000016,0,0,word,5,all_archetypes
0.666488888888889,0.013333333333333334,0.3397222222222225,0,1,word,5,all_archetypes
0.6412888888888889,0.013333333333333334,0.3643222222222221,1,0,word,5,all_archetypes
0.6481888888888887,0.01,0.3698111111111109,1,1,word,5,all_archetypes
0.6310111111111115,0.013333333333333334,0.323433333333333,2,0,word,5,all_archetypes
0.6327333333333326,0.016666666666666666,0.3413444444444445,2,1,word,5,all_archetypes
0.6582666666666673,0.02666666666666667,0.35804444444444417,3,0,word,5,all_archetypes
0.6541666666666663,0.013333333333333334,0.3564999999999998,3,1,word,5,all_archetypes
0.6342888888888889,0.016666666666666666,0.3355777777777778,4,0,word,5,all_archetypes
0.6381888888888888,0.023333333333333334,0.29426666666666657,4,1,word,5,all_archetypes
0.6361000000000004,0.023333333333333334,0.36551111111111084,5,0,word,5,all_archetypes
0.6296333333333339,0.013333333333333334,0.3476444444444444,5,1,word,5,all_archetypes
0.6661000000000005,0.016666666666666666,0.351911111111111,6,0,word,5,all_archetypes
